Industry,net_stock,Year,investment_equipment,investment_fixed_assets,Group,investment_equipment_rate,investment_fixed_assets_rate,treated,post,did,log_net_stock,equipment_share,trend
Nonmetallic mineral products,37.3,1982,2.0,3.0,Manufacturing,0.05361930294906166,0.0804289544235925,1,1,1,3.6454498961866,0.6666666666666666,7
Nonmetallic mineral products,37.4,1983,1.7,2.8,Manufacturing,0.045454545454545456,0.0748663101604278,1,1,1,3.648057459593681,0.6071428571428572,8
Nonmetallic mineral products,38.6,1984,2.4,3.8,Manufacturing,0.06217616580310881,0.09844559585492227,1,1,1,3.6788291182604347,0.631578947368421,9
Nonmetallic mineral products,40.8,1985,2.8,4.6,Manufacturing,0.06862745098039216,0.11274509803921569,1,1,1,3.7328963395307104,0.6086956521739131,10
Nonmetallic mineral products,42.8,1986,2.5,4.2,Manufacturing,0.058411214953271035,0.09813084112149534,1,1,1,3.7796338173824005,0.5952380952380952,11
Nonmetallic mineral products,44.7,1987,2.6,4.3,Manufacturing,0.058165548098434,0.09619686800894854,1,1,1,3.822098297900159,0.6046511627906977,12
Nonmetallic mineral products,46.1,1988,2.2,4.0,Manufacturing,0.047722342733188726,0.08676789587852494,1,1,1,3.8522730010223722,0.55,13
Nonmetallic mineral products,47.9,1989,2.9,4.8,Manufacturing,0.060542797494780795,0.10020876826722339,1,1,1,3.8897773964808264,0.6041666666666666,14
Nonmetallic mineral products,49.8,1990,2.7,4.8,Manufacturing,0.054216867469879526,0.0963855421686747,1,1,1,3.927896354584436,0.5625000000000001,15
Other transportation equipment,18.6,1975,0.7,2.5,Manufacturing,0.03763440860215053,0.13440860215053763,1,0,0,2.975529566236472,0.27999999999999997,0
Other transportation equipment,20.1,1976,0.9,2.9,Manufacturing,0.04477611940298507,0.1442786069651741,1,0,0,3.0492730404820207,0.3103448275862069,1
Other transportation equipment,21.9,1977,0.9,3.1,Manufacturing,0.04109589041095891,0.14155251141552513,1,0,0,3.131136910560194,0.2903225806451613,2
Other transportation equipment,24.7,1978,1.2,4.0,Manufacturing,0.048582995951417005,0.16194331983805668,1,0,0,3.246490991901174,0.3,3
Other transportation equipment,29.1,1979,1.7,5.1,Manufacturing,0.05841924398625429,0.17525773195876287,1,0,0,3.40452517175483,0.33333333333333337,4
Other transportation equipment,34.3,1980,2.2,6.2,Manufacturing,0.06413994169096211,0.1807580174927114,1,0,0,3.563882963939251,0.3548387096774194,5
Other transportation equipment,39.0,1981,2.4,7.0,Manufacturing,0.061538461538461535,0.1794871794871795,1,1,1,3.6888794541139363,0.34285714285714286,6
Other transportation equipment,43.5,1982,2.4,8.2,Manufacturing,0.05517241379310345,0.18850574712643678,1,1,1,3.7954891891721947,0.29268292682926833,7
Other transportation equipment,47.1,1983,2.2,8.7,Manufacturing,0.046709129511677286,0.18471337579617833,1,1,1,3.8732821771117156,0.25287356321839083,8
Other transportation equipment,52.2,1984,2.9,10.9,Manufacturing,0.05555555555555555,0.20881226053639845,1,1,1,3.9740583963475986,0.2660550458715596,9
Other transportation equipment,57.9,1985,3.2,12.5,Manufacturing,0.05526770293609672,0.2158894645941278,1,1,1,4.075841090657541,0.256,10
Other transportation equipment,63.9,1986,3.1,13.5,Manufacturing,0.048513302034428794,0.2112676056338028,1,1,1,4.1728476237100445,0.22962962962962963,11
Other transportation equipment,69.2,1987,3.1,13.3,Manufacturing,0.044797687861271675,0.19219653179190752,1,1,1,4.251348311031766,0.23308270676691728,12
Other transportation equipment,73.4,1988,3.0,12.9,Manufacturing,0.04087193460490463,0.1757493188010899,1,1,1,4.309455941839047,0.23255813953488372,13
Other transportation equipment,76.7,1989,2.9,13.0,Manufacturing,0.0378096479791395,0.1694915254237288,1,1,1,4.3528552573736015,0.22307692307692306,14
Other transportation equipment,79.3,1990,3.2,12.5,Manufacturing,0.04035308953341741,0.15762925598991173,1,1,1,4.385769620952716,0.256,15
Primary metals,55.5,1975,3.3,4.9,Manufacturing,0.059459459459459456,0.08828828828828829,1,0,0,4.034240638152395,0.6734693877551019,0
Primary metals,60.0,1976,3.4,4.8,Manufacturing,0.056666666666666664,0.08,1,0,0,4.110873864173311,0.7083333333333334,1
Primary metals,66.1,1977,3.7,5.1,Manufacturing,0.05597579425113465,0.07715582450832073,1,0,0,4.206184043977636,0.7254901960784315,2
Primary metals,72.5,1978,3.9,5.4,Manufacturing,0.05379310344827586,0.07448275862068966,1,0,0,4.297285406218791,0.7222222222222222,3
Primary metals,81.4,1979,4.3,5.9,Manufacturing,0.05282555282555282,0.07248157248157248,1,0,0,4.411585436915426,0.7288135593220338,4
Primary metals,91.4,1980,4.6,6.3,Manufacturing,0.05032822757111597,0.06892778993435449,1,0,0,4.526126978647638,0.7301587301587301,5
Primary metals,98.6,1981,5.4,7.6,Manufacturing,0.05476673427991887,0.07707910750507099,1,1,1,4.601162164590552,0.7105263157894738,6
Primary metals,101.7,1982,3.9,5.7,Manufacturing,0.038348082595870206,0.05604719764011799,1,1,1,4.631812116934513,0.6842105263157895,7
Primary metals,102.1,1983,3.9,5.6,Manufacturing,0.03819784524975514,0.05484818805093046,1,1,1,4.635699391022914,0.6964285714285715,8
Primary metals,103.2,1984,4.0,5.6,Manufacturing,0.03875968992248062,0.05426356589147286,1,1,1,4.646312129319266,0.7142857142857143,9
Primary metals,105.5,1985,4.4,6.4,Manufacturing,0.04170616113744076,0.06066350710900474,1,1,1,4.66814498514948,0.6875,10
Primary metals,106.7,1986,3.0,4.6,Manufacturing,0.028116213683223992,0.043111527647610115,1,1,1,4.679349584162343,0.6521739130434783,11
Primary metals,108.5,1987,3.6,5.2,Manufacturing,0.03317972350230415,0.047926267281105994,1,1,1,4.695924549256556,0.6923076923076923,12
Primary metals,111.0,1988,4.2,5.9,Manufacturing,0.03783783783783784,0.05315315315315316,1,1,1,4.718498871295094,0.711864406779661,13
Primary metals,114.1,1989,4.8,6.9,Manufacturing,0.042068361086765996,0.06047326906222612,1,1,1,4.745801315727837,0.6956521739130435,14
Primary metals,117.8,1990,5.0,7.4,Manufacturing,0.042444821731748725,0.06281833616298813,1,1,1,4.777441406928545,0.6756756756756757,15
Wood products,9.5,1975,0.9,1.2,Manufacturing,0.09473684210526316,0.12631578947368421,1,0,0,2.3513752571634776,0.75,0
Wood products,10.4,1976,0.9,1.2,Manufacturing,0.08653846153846154,0.11538461538461538,1,0,0,2.4336133554004498,0.75,1
Wood products,11.7,1977,1.2,1.6,Manufacturing,0.10256410256410256,0.13675213675213677,1,0,0,2.5416019934645457,0.7499999999999999,2
Wood products,13.4,1978,1.4,1.9,Manufacturing,0.1044776119402985,0.1417910447761194,1,0,0,2.667228206581955,0.7368421052631579,3
Wood products,15.6,1979,1.7,2.2,Manufacturing,0.10897435897435898,0.14102564102564105,1,0,0,2.8094026953624978,0.7727272727272726,4
Wood products,17.8,1980,1.6,2.2,Manufacturing,0.0898876404494382,0.12359550561797754,1,0,0,2.9338568698359038,0.7272727272727273,5
Wood products,19.0,1981,1.4,2.0,Manufacturing,0.07368421052631578,0.10526315789473684,1,1,1,2.995732273553991,0.7,6
Wood products,19.4,1982,1.1,1.5,Manufacturing,0.05670103092783506,0.07731958762886598,1,1,1,3.0155349008501706,0.7333333333333334,7
Wood products,19.3,1983,1.0,1.4,Manufacturing,0.05181347150259067,0.07253886010362694,1,1,1,3.0106208860477417,0.7142857142857143,8
Wood products,19.7,1984,1.3,1.8,Manufacturing,0.06598984771573604,0.09137055837563453,1,1,1,3.0301337002713233,0.7222222222222222,9
Wood products,20.3,1985,1.4,1.8,Manufacturing,0.06896551724137931,0.08866995073891626,1,1,1,3.0587070727153796,0.7777777777777777,10
Wood products,21.0,1986,1.4,1.8,Manufacturing,0.06666666666666667,0.08571428571428572,1,1,1,3.091042453358316,0.7777777777777777,11
Wood products,21.6,1987,1.5,1.9,Manufacturing,0.06944444444444443,0.08796296296296295,1,1,1,3.1179499062782403,0.7894736842105263,12
Wood products,22.2,1988,1.4,1.8,Manufacturing,0.06306306306306306,0.08108108108108109,1,1,1,3.1441522786722644,0.7777777777777777,13
Wood products,22.8,1989,1.7,2.1,Manufacturing,0.07456140350877193,0.09210526315789473,1,1,1,3.169685580677429,0.8095238095238094,14
Wood products,23.5,1990,1.6,2.0,Manufacturing,0.06808510638297872,0.0851063829787234,1,1,1,3.1986731175506815,0.8,15
Educational services,3.0,1975,0.6,1.4,Education,0.19999999999999998,0.4666666666666666,0,0,0,1.3862943611198906,0.4285714285714286,0
Educational services,3.3,1976,0.7,1.6,Education,0.21212121212121213,0.4848484848484849,0,0,0,1.4586150226995167,0.43749999999999994,1
Educational services,3.7,1977,0.8,1.8,Education,0.21621621621621623,0.48648648648648646,0,0,0,1.547562508716013,0.4444444444444445,2
Educational services,4.1,1978,0.8,2.0,Education,0.19512195121951223,0.48780487804878053,0,0,0,1.62924053973028,0.4,3
Educational services,4.6,1979,0.9,2.3,Education,0.1956521739130435,0.5,0,0,0,1.7227665977411035,0.391304347826087,4
Educational services,5.2,1980,0.9,2.8,Education,0.17307692307692307,0.5384615384615384,0,0,0,1.824549292051046,0.32142857142857145,5
Educational services,5.7,1981,1.0,3.1,Education,0.17543859649122806,0.543859649122807,0,1,0,1.9021075263969205,0.3225806451612903,6
Educational services,6.0,1982,0.9,3.3,Education,0.15,0.5499999999999999,0,1,0,1.9459101490553132,0.27272727272727276,7
Educational services,6.1,1983,1.1,3.6,Education,0.18032786885245905,0.5901639344262296,0,1,0,1.9600947840472698,0.3055555555555556,8
Educational services,6.4,1984,1.2,3.9,Education,0.18749999999999997,0.609375,0,1,0,2.0014800002101243,0.3076923076923077,9
Educational services,6.5,1985,1.1,4.3,Education,0.16923076923076924,0.6615384615384615,0,1,0,2.0149030205422647,0.2558139534883721,10
Educational services,6.9,1986,1.2,4.9,Education,0.17391304347826086,0.7101449275362319,0,1,0,2.066862759472976,0.24489795918367344,11
Educational services,7.2,1987,1.4,6.5,Education,0.19444444444444442,0.9027777777777778,0,1,0,2.1041341542702074,0.21538461538461537,12
Educational services,7.7,1988,1.5,5.8,Education,0.19480519480519481,0.7532467532467532,0,1,0,2.163323025660538,0.25862068965517243,13
Educational services,8.1,1989,1.6,6.6,Education,0.19753086419753088,0.8148148148148148,0,1,0,2.2082744135228043,0.24242424242424246,14
Educational services,8.5,1990,1.6,7.2,Education,0.18823529411764706,0.8470588235294118,0,1,0,2.2512917986064953,0.22222222222222224,15
